date,callsign,flight_number,icao_address,ac_type_icao,aircraft_role,tail_number,airline_icao,airline_iata,airline_name,departure_airport_icao,arrival_airport_icao,departure_airport_iata,arrival_airport_iata,departure_scheduled_time,arrival_scheduled_time,on_time_percentage,flight_duration,year,month,day,day_of_week,is_weekend,country_code_x,region_name_x,iata_x,icao_x,airport_x,departure_latitude,departure_longitude,country_code_y,region_name_y,iata_y,icao_y,airport_y,arrival_latitude,arrival_longitude
2021-12-30,EJU5787,U25787,440088,A320,PAX,OE-IVJ,EJU,U2,easyJet Europe Airline,EDDB,HEGN,SXF,HRG,2022-11-01 06:15:00+00:00,2022-11-01 10:55:00+00:00,99.21541372877799,280.0,2021,12,30,3,False,DE,Brandenburg,SXF,EDDB,Berlin Schonefeld Airport,52.38,13.5225,EG,Al Bahr al Ahmar,HRG,HEGN,Hurghada International Airport,27.1783,33.7994
2022-11-01,MSC2933,SM2933,01022F,A20N,PAX,SU-BUN,MSC,SM,Air Cairo,EDDV,HEGN,HAJ,HRG,2022-11-01 01:10:00+00:00,2022-11-01 05:50:00+00:00,81.06635336919662,280.0,2022,11,1,1,False,DE,Niedersachsen,HAJ,EDDV,Hannover Airport,52.4611,9.68508,EG,Al Bahr al Ahmar,HRG,HEGN,Hurghada International Airport,27.1783,33.7994
2024-07-25,MSC2933,SM2933,01022F,A20N,PAX,SU-BUN,MSC,SM,Air Cairo,EDDV,HEGN,HAJ,HRG,2022-11-01 01:10:00+00:00,2022-11-01 05:50:00+00:00,95.47522014129157,280.0,2024,7,25,3,False,DE,Niedersachsen,HAJ,EDDV,Hannover Airport,52.4611,9.68508,EG,Al Bahr al Ahmar,HRG,HEGN,Hurghada International Airport,27.1783,33.7994
2022-11-01,DLA35E,EN8050,3003AD,E195,PAX,I-ADJM,DLA,EN,Air Dolomiti,EDDF,LOWI,FRA,INN,2022-11-01 07:50:00+00:00,2022-11-01 09:00:00+00:00,85.2460587085607,70.0,2022,11,1,1,False,DE,Hessen,FRA,EDDF,Frankfurt Airport,50.0333,8.57056,AT,Tirol,INN,LOWI,Innsbruck Airport (Kranebitten Airport),47.2602,11.344
2021-12-07,DLA35E,EN8050,3003AD,E195,PAX,I-ADJM,DLA,EN,Air Dolomiti,EDDF,LOWI,FRA,INN,2022-11-01 07:50:00+00:00,2022-11-01 09:00:00+00:00,83.48167389948699,70.0,2021,12,7,1,False,DE,Hessen,FRA,EDDF,Frankfurt Airport,50.0333,8.57056,AT,Tirol,INN,LOWI,Innsbruck Airport (Kranebitten Airport),47.2602,11.344
2022-11-01,AUA903,OS903,440821,E195,PAX,OE-LWE,AUA,OS,Austrian Airlines,LOWW,LOWI,VIE,INN,2022-11-01 08:40:00+00:00,2022-11-01 09:35:00+00:00,74.62690796357923,55.0,2022,11,1,1,False,AT,Niederosterreich,VIE,LOWW,Vienna International Airport,48.1103,16.5697,AT,Tirol,INN,LOWI,Innsbruck Airport (Kranebitten Airport),47.2602,11.344
2023-06-22,AUA903,OS903,440821,E195,PAX,OE-LWE,AUA,OS,Austrian Airlines,LOWW,LOWI,VIE,INN,2022-11-01 08:40:00+00:00,2022-11-01 09:35:00+00:00,88.88928238328103,55.0,2023,6,22,3,False,AT,Niederosterreich,VIE,LOWW,Vienna International Airport,48.1103,16.5697,AT,Tirol,INN,LOWI,Innsbruck Airport (Kranebitten Airport),47.2602,11.344
2022-11-01,ANE58NN,IB8713,344197,CRJX,PAX,EC-LOV,ANE,YW,Air Nostrum,EDDF,LEMD,FRA,MAD,2022-11-01 05:30:00+00:00,2022-11-01 08:20:00+00:00,78.91854321338292,170.0,2022,11,1,1,False,DE,Hessen,FRA,EDDF,Frankfurt Airport,50.0333,8.57056,ES,"Madrid, Comunidad de",MAD,LEMD,Adolfo Suarez Madrid-Barajas Airport,40.4719,-3.56264
2021-12-08,ANE58NN,IB8713,344197,CRJX,PAX,EC-LOV,ANE,YW,Air Nostrum,EDDF,LEMD,FRA,MAD,2022-11-01 05:30:00+00:00,2022-11-01 08:20:00+00:00,85.46779925754115,170.0,2021,12,8,2,False,DE,Hessen,FRA,EDDF,Frankfurt Airport,50.0333,8.57056,ES,"Madrid, Comunidad de",MAD,LEMD,Adolfo Suarez Madrid-Barajas Airport,40.4719,-3.56264
2022-11-01,UAL51,UA51,A880FF,B763,PAX,N647UA,UAL,UA,United Airlines,KEWR,LEMD,EWR,MAD,2022-11-01 01:05:00+00:00,2022-11-01 08:15:00+00:00,99.66145455781658,430.0,2022,11,1,1,False,US,New Jersey,EWR,KEWR,Newark Liberty International Airport,40.6925,-74.1686,ES,"Madrid, Comunidad de",MAD,LEMD,Adolfo Suarez Madrid-Barajas Airport,40.4719,-3.56264
2022-10-31,UAL51,UA51,A880FF,B763,PAX,N647UA,UAL,UA,United Airlines,KEWR,LEMD,EWR,MAD,2022-11-01 01:05:00+00:00,2022-11-01 08:15:00+00:00,98.62321133655287,430.0,2022,10,31,0,False,US,New Jersey,EWR,KEWR,Newark Liberty International Airport,40.6925,-74.1686,ES,"Madrid, Comunidad de",MAD,LEMD,Adolfo Suarez Madrid-Barajas Airport,40.4719,-3.56264
2022-11-01,DAL126,DL126,A13748,B763,PAX,N178DZ,DAL,DL,Delta Air Lines,KJFK,LEMD,JFK,MAD,2022-10-31 23:25:00+00:00,2022-11-01 06:45:00+00:00,96.23728483459635,440.0,2022,11,1,1,False,US,New York,JFK,KJFK,John F. Kennedy International Airport,40.6397,-73.7789,ES,"Madrid, Comunidad de",MAD,LEMD,Adolfo Suarez Madrid-Barajas Airport,40.4719,-3.56264
2022-08-06,DAL126,DL126,A13748,B763,PAX,N178DZ,DAL,DL,Delta Air Lines,KJFK,LEMD,JFK,MAD,2022-10-31 23:25:00+00:00,2022-11-01 06:45:00+00:00,76.27512392796736,440.0,2022,8,6,5,True,US,New York,JFK,KJFK,John F. Kennedy International Airport,40.6397,-73.7789,ES,"Madrid, Comunidad de",MAD,LEMD,Adolfo Suarez Madrid-Barajas Airport,40.4719,-3.56264
2022-11-01,IBE6118,IB6118,344346,A333,PAX,EC-LYF,IBE,IB,Iberia,KMIA,LEMD,MIA,MAD,2022-11-01 02:55:00+00:00,2022-11-01 11:25:00+00:00,90.93573257922478,510.0,2022,11,1,1,False,US,Florida,MIA,KMIA,Miami International Airport,25.7932,-80.2906,ES,"Madrid, Comunidad de",MAD,LEMD,Adolfo Suarez Madrid-Barajas Airport,40.4719,-3.56264
2023-05-26,IBE6118,IB6118,344346,A333,PAX,EC-LYF,IBE,IB,Iberia,KMIA,LEMD,MIA,MAD,2022-11-01 02:55:00+00:00,2022-11-01 11:25:00+00:00,83.71421551637286,510.0,2023,5,26,4,False,US,Florida,MIA,KMIA,Miami International Airport,25.7932,-80.2906,ES,"Madrid, Comunidad de",MAD,LEMD,Adolfo Suarez Madrid-Barajas Airport,40.4719,-3.56264
2022-11-01,AVA10,AV10,AAC33E,B788,PAX,N793AV,AVA,AV,Avianca,SKBO,LEMD,BOG,MAD,2022-11-01 22:00:00+00:00,2022-11-02 07:50:00+00:00,83.33208666059096,590.0,2022,11,1,1,False,CO,Distrito Capital de Bogota,BOG,SKBO,El Dorado International Airport,4.70159,-74.1469,ES,"Madrid, Comunidad de",MAD,LEMD,Adolfo Suarez Madrid-Barajas Airport,40.4719,-3.56264
2022-12-07,AVA10,AV10,AAC33E,B788,PAX,N793AV,AVA,AV,Avianca,SKBO,LEMD,BOG,MAD,2022-11-01 22:00:00+00:00,2022-11-02 07:50:00+00:00,93.25652122854757,590.0,2022,12,7,2,False,CO,Distrito Capital de Bogota,BOG,SKBO,El Dorado International Airport,4.70159,-74.1469,ES,"Madrid, Comunidad de",MAD,LEMD,Adolfo Suarez Madrid-Barajas Airport,40.4719,-3.56264
2022-11-01,DLH972,LH972,3C5466,E190,PAX,D-AECF,CLH,CL,Lufthansa CityLine,EDDF,EGGD,FRA,BRS,2022-11-01 14:45:00+00:00,2022-11-01 16:25:00+00:00,88.8566360084232,100.0,2022,11,1,1,False,DE,Hessen,FRA,EDDF,Frankfurt Airport,50.0333,8.57056,GB,England,BRS,EGGD,Bristol Airport,51.3827,-2.71909
2021-12-16,DLH972,LH972,3C5466,E190,PAX,D-AECF,CLH,CL,Lufthansa CityLine,EDDF,EGGD,FRA,BRS,2022-11-01 14:45:00+00:00,2022-11-01 16:25:00+00:00,73.17489903133266,100.0,2021,12,16,3,False,DE,Hessen,FRA,EDDF,Frankfurt Airport,50.0333,8.57056,GB,England,BRS,EGGD,Bristol Airport,51.3827,-2.71909
2022-11-01,DLH8YX,LH1636,3C5466,E190,PAX,D-AECF,CLH,CL,Lufthansa CityLine,EDDF,EGBB,FRA,BHX,2022-11-01 15:45:00+00:00,2022-11-01 17:20:00+00:00,84.78671551560684,95.0,2022,11,1,1,False,DE,Hessen,FRA,EDDF,Frankfurt Airport,50.0333,8.57056,GB,England,BHX,EGBB,Birmingham Airport,52.4539,-1.74803
2021-12-17,DLH8YX,LH1636,3C5466,E190,PAX,D-AECF,CLH,CL,Lufthansa CityLine,EDDF,EGBB,FRA,BHX,2022-11-01 15:45:00+00:00,2022-11-01 17:20:00+00:00,83.09753257927291,95.0,2021,12,17,4,False,DE,Hessen,FRA,EDDF,Frankfurt Airport,50.0333,8.57056,GB,England,BHX,EGBB,Birmingham Airport,52.4539,-1.74803
2022-11-01,DLH882,LH882,3C6545,A20N,PAX,D-AIJE,DLH,LH,Lufthansa,EDDF,EETN,FRA,TLL,2022-11-01 12:55:00+00:00,2022-11-01 15:15:00+00:00,90.35066506474631,140.0,2022,11,1,1,False,DE,Hessen,FRA,EDDF,Frankfurt Airport,50.0333,8.57056,EE,Harjumaa,TLL,EETN,Tallinn Airport (Lennart Meri Tallinn Airport),59.4133,24.8328
2021-12-18,DLH882,LH882,3C6545,A20N,PAX,D-AIJE,DLH,LH,Lufthansa,EDDF,EETN,FRA,TLL,2022-11-01 12:55:00+00:00,2022-11-01 15:15:00+00:00,99.89841405117116,140.0,2021,12,18,5,True,DE,Hessen,FRA,EDDF,Frankfurt Airport,50.0333,8.57056,EE,Harjumaa,TLL,EETN,Tallinn Airport (Lennart Meri Tallinn Airport),59.4133,24.8328
2022-11-01,AAR542,OZ542,71C361,A359,PAX,HL8361,AAR,OZ,Asiana Airlines,EDDF,RKSI,FRA,ICN,2022-11-01 16:35:00+00:00,2022-11-02 04:15:00+00:00,71.70498390753033,700.0,2022,11,1,1,False,DE,Hessen,FRA,EDDF,Frankfurt Airport,50.0333,8.57056,KR,Gyeonggi-do,ICN,RKSI,Incheon International Airport,37.4633,126.44
2022-03-09,AAR542,OZ542,71C361,A359,PAX,HL8361,AAR,OZ,Asiana Airlines,EDDF,RKSI,FRA,ICN,2022-11-01 16:35:00+00:00,2022-11-02 04:15:00+00:00,86.10048058502647,700.0,2022,3,9,2,False,DE,Hessen,FRA,EDDF,Frankfurt Airport,50.0333,8.57056,KR,Gyeonggi-do,ICN,RKSI,Incheon International Airport,37.4633,126.44
2022-11-01,CEB128,5J128,7583A1,A320,PAX,RP-C4100,CEB,5J,Cebu Pacific Air,RPVM,RKSI,CEB,ICN,2022-11-01 07:30:00+00:00,2022-11-01 12:15:00+00:00,84.13555617824399,285.0,2022,11,1,1,False,PH,Cebu,CEB,RPVM,Mactan-Cebu International Airport,10.3075,123.979,KR,Gyeonggi-do,ICN,RKSI,Incheon International Airport,37.4633,126.44
2023-08-29,CEB128,5J128,7583A1,A320,PAX,RP-C4100,CEB,5J,Cebu Pacific Air,RPVM,RKSI,CEB,ICN,2022-11-01 07:30:00+00:00,2022-11-01 12:15:00+00:00,84.7434698136012,285.0,2023,8,29,1,False,PH,Cebu,CEB,RPVM,Mactan-Cebu International Airport,10.3075,123.979,KR,Gyeonggi-do,ICN,RKSI,Incheon International Airport,37.4633,126.44
2022-11-01,PAL466,PR466,7583ED,A321,PAX,RP-C9926,PAL,PR,Philippine Airlines,RPLL,RKSI,MNL,ICN,2022-11-01 17:00:00+00:00,2022-11-01 21:00:00+00:00,80.52890087273977,240.0,2022,11,1,1,False,PH,National Capital Region,MNL,RPLL,Ninoy Aquino International Airport / Villamor Air Base,14.5086,121.02,KR,Gyeonggi-do,ICN,RKSI,Incheon International Airport,37.4633,126.44
2022-03-26,PAL466,PR466,7583ED,A321,PAX,RP-C9926,PAL,PR,Philippine Airlines,RPLL,RKSI,MNL,ICN,2022-11-01 17:00:00+00:00,2022-11-01 21:00:00+00:00,81.25262037765042,240.0,2022,3,26,5,True,PH,National Capital Region,MNL,RPLL,Ninoy Aquino International Airport / Villamor Air Base,14.5086,121.02,KR,Gyeonggi-do,ICN,RKSI,Incheon International Airport,37.4633,126.44
2022-11-01,JJA1105,7C1105,71C317,B738,PAX,HL8317,JJA,7C,Jeju Air,RJAA,RKSI,NRT,ICN,2022-11-01 05:00:00+00:00,2022-11-01 07:45:00+00:00,82.41775306802701,165.0,2022,11,1,1,False,JP,Tokyo,NRT,RJAA,Narita International Airport,35.7653,140.386,KR,Gyeonggi-do,ICN,RKSI,Incheon International Airport,37.4633,126.44
2023-08-19,JJA1105,7C1105,71C317,B738,PAX,HL8317,JJA,7C,Jeju Air,RJAA,RKSI,NRT,ICN,2022-11-01 05:00:00+00:00,2022-11-01 07:45:00+00:00,78.15613246438026,165.0,2023,8,19,5,True,JP,Tokyo,NRT,RJAA,Narita International Airport,35.7653,140.386,KR,Gyeonggi-do,ICN,RKSI,Incheon International Airport,37.4633,126.44
2022-11-01,UAE46,EK46,8964A1,B77W,PAX,A6-EQI,UAE,EK,Emirates,EDDF,OMDB,FRA,DXB,2022-11-01 13:30:00+00:00,2022-11-01 19:45:00+00:00,85.30519833307605,375.0,2022,11,1,1,False,DE,Hessen,FRA,EDDF,Frankfurt Airport,50.0333,8.57056,AE,Dubayy,DXB,OMDB,Dubai International Airport,25.2528,55.3644
2022-07-06,UAE46,EK46,8964A1,B77W,PAX,A6-EQI,UAE,EK,Emirates,EDDF,OMDB,FRA,DXB,2022-11-01 13:30:00+00:00,2022-11-01 19:45:00+00:00,92.20773869376866,375.0,2022,7,6,2,False,DE,Hessen,FRA,EDDF,Frankfurt Airport,50.0333,8.57056,AE,Dubayy,DXB,OMDB,Dubai International Airport,25.2528,55.3644
2022-11-01,FDB1406,FZ1406,8964D2,B38M,PAX,A6-FMC,FDB,FZ,flydubai,LHBP,OMDB,BUD,DXB,2022-10-31 21:15:00+00:00,2022-11-01 02:40:00+00:00,86.41106968784258,325.0,2022,11,1,1,False,HU,Budapest,BUD,LHBP,Budapest Ferenc Liszt International Airport,47.4298,19.2611,AE,Dubayy,DXB,OMDB,Dubai International Airport,25.2528,55.3644
2022-07-09,FDB1406,FZ1406,8964D2,B38M,PAX,A6-FMC,FDB,FZ,flydubai,LHBP,OMDB,BUD,DXB,2022-10-31 21:15:00+00:00,2022-11-01 02:40:00+00:00,90.47367502125407,325.0,2022,7,9,5,True,HU,Budapest,BUD,LHBP,Budapest Ferenc Liszt International Airport,47.4298,19.2611,AE,Dubayy,DXB,OMDB,Dubai International Airport,25.2528,55.3644
2022-11-01,PIA179,PK179,7609B8,A320,PAX,AP-BMX,PIA,PK,Pakistan International Airlines,OPST,OMDB,SKT,DXB,2022-11-01 19:15:00+00:00,2022-11-01 23:00:00+00:00,78.61865653151543,225.0,2022,11,1,1,False,PK,Punjab,SKT,OPST,Sialkot International Airport,32.5356,74.3639,AE,Dubayy,DXB,OMDB,Dubai International Airport,25.2528,55.3644
2022-03-30,PIA179,PK179,7609B8,A320,PAX,AP-BMX,PIA,PK,Pakistan International Airlines,OPST,OMDB,SKT,DXB,2022-11-01 19:15:00+00:00,2022-11-01 23:00:00+00:00,94.50177670008584,225.0,2022,3,30,2,False,PK,Punjab,SKT,OPST,Sialkot International Airport,32.5356,74.3639,AE,Dubayy,DXB,OMDB,Dubai International Airport,25.2528,55.3644
2022-11-01,IGO063,6E+63,8013A5,A20N,PAX,VT-IJR,IGO,6E,IndiGo   ,VABB,OMDB,BOM,DXB,2022-11-01 03:00:00+00:00,2022-11-01 06:25:00+00:00,78.81156922989504,205.0,2022,11,1,1,False,IN,Maharashtra,BOM,VABB,Chhatrapati Shivaji International Airport,19.0887,72.8679,AE,Dubayy,DXB,OMDB,Dubai International Airport,25.2528,55.3644
2022-05-27,IGO063,6E+63,8013A5,A20N,PAX,VT-IJR,IGO,6E,IndiGo   ,VABB,OMDB,BOM,DXB,2022-11-01 03:00:00+00:00,2022-11-01 06:25:00+00:00,84.23538476153036,205.0,2022,5,27,4,False,IN,Maharashtra,BOM,VABB,Chhatrapati Shivaji International Airport,19.0887,72.8679,AE,Dubayy,DXB,OMDB,Dubai International Airport,25.2528,55.3644
2022-11-01,EK8JH,EK415,896481,A388,PAX,A6-EUW,UAE,EK,Emirates,YSSY,OMDB,SYD,DXB,2022-10-31 19:00:00+00:00,2022-11-01 09:20:00+00:00,92.79925912160934,860.0,2022,11,1,1,False,AU,New South Wales,SYD,YSSY,Sydney Airport (Kingsford Smith Airport),-33.9461,151.177,AE,Dubayy,DXB,OMDB,Dubai International Airport,25.2528,55.3644
2024-07-19,EK8JH,EK415,896481,A388,PAX,A6-EUW,UAE,EK,Emirates,YSSY,OMDB,SYD,DXB,2022-10-31 19:00:00+00:00,2022-11-01 09:20:00+00:00,79.9262157053479,860.0,2024,7,19,4,False,AU,New South Wales,SYD,YSSY,Sydney Airport (Kingsford Smith Airport),-33.9461,151.177,AE,Dubayy,DXB,OMDB,Dubai International Airport,25.2528,55.3644
2022-11-01,AXB193,IX193,80044A,B738,PAX,VT-AXZ,AXB,IX,Air India Express,VILK,OMDB,LKO,DXB,2022-11-01 10:45:00+00:00,2022-11-01 14:55:00+00:00,94.20206140429889,250.0,2022,11,1,1,False,IN,Uttar Pradesh,LKO,VILK,Chaudhary Charan Singh International Airport,26.7606,80.8893,AE,Dubayy,DXB,OMDB,Dubai International Airport,25.2528,55.3644
2023-10-23,AXB193,IX193,80044A,B738,PAX,VT-AXZ,AXB,IX,Air India Express,VILK,OMDB,LKO,DXB,2022-11-01 10:45:00+00:00,2022-11-01 14:55:00+00:00,83.15711180499352,250.0,2023,10,23,0,False,IN,Uttar Pradesh,LKO,VILK,Chaudhary Charan Singh International Airport,26.7606,80.8893,AE,Dubayy,DXB,OMDB,Dubai International Airport,25.2528,55.3644
2022-11-01,UAE527,EK527,89644A,B77W,PAX,A6-EPU,UAE,EK,Emirates,VOHS,OMDB,HYD,DXB,2022-11-01 04:30:00+00:00,2022-11-01 08:25:00+00:00,99.9643837486494,235.0,2022,11,1,1,False,IN,Telangana,HYD,VOHS,Rajiv Gandhi International Airport,17.2313,78.4299,AE,Dubayy,DXB,OMDB,Dubai International Airport,25.2528,55.3644
2023-12-15,UAE527,EK527,89644A,B77W,PAX,A6-EPU,UAE,EK,Emirates,VOHS,OMDB,HYD,DXB,2022-11-01 04:30:00+00:00,2022-11-01 08:25:00+00:00,87.3158075105531,235.0,2023,12,15,4,False,IN,Telangana,HYD,VOHS,Rajiv Gandhi International Airport,17.2313,78.4299,AE,Dubayy,DXB,OMDB,Dubai International Airport,25.2528,55.3644
2022-11-01,FDB870,FZ870,8964D0,B38M,PAX,A6-FMA,FDB,FZ,flydubai,OEDF,OMDB,DMM,DXB,2022-11-01 09:20:00+00:00,2022-11-01 10:40:00+00:00,96.43001240531787,80.0,2022,11,1,1,False,SA,Ash Sharqiyah,DMM,OEDF,King Fahd International Airport,26.4712,49.7979,AE,Dubayy,DXB,OMDB,Dubai International Airport,25.2528,55.3644
2022-07-08,FDB870,FZ870,8964D0,B38M,PAX,A6-FMA,FDB,FZ,flydubai,OEDF,OMDB,DMM,DXB,2022-11-01 09:20:00+00:00,2022-11-01 10:40:00+00:00,85.10323892452558,80.0,2022,7,8,4,False,SA,Ash Sharqiyah,DMM,OEDF,King Fahd International Airport,26.4712,49.7979,AE,Dubayy,DXB,OMDB,Dubai International Airport,25.2528,55.3644
2022-11-01,DLH648,LH648,3C656E,A333,PAX,D-AIKN,DLH,LH,Lufthansa,EDDF,UAAA,FRA,ALA,2022-11-01 11:35:00+00:00,2022-11-01 18:50:00+00:00,79.54681140399882,435.0,2022,11,1,1,False,DE,Hessen,FRA,EDDF,Frankfurt Airport,50.0333,8.57056,KZ,Almaty,ALA,UAAA,Almaty International Airport,43.3521,77.0405
2023-06-05,DLH648,LH648,3C656E,A333,PAX,D-AIKN,DLH,LH,Lufthansa,EDDF,UAAA,FRA,ALA,2022-11-01 11:35:00+00:00,2022-11-01 18:50:00+00:00,83.3512502462351,435.0,2023,6,5,0,False,DE,Hessen,FRA,EDDF,Frankfurt Airport,50.0333,8.57056,KZ,Almaty,ALA,UAAA,Almaty International Airport,43.3521,77.0405
2022-11-01,THY352,TK352,4BB074,B38M,PAX,TC-LCT,THY,TK,THY Turkish Airlines,LTFM,UAAA,IST,ALA,2022-10-31 22:20:00+00:00,2022-11-01 03:45:00+00:00,91.20773728609052,325.0,2022,11,1,1,False,TR,Istanbul,IST,LTFM,Istanbul Ataturk Airport,41.2753,28.7519,KZ,Almaty,ALA,UAAA,Almaty International Airport,43.3521,77.0405
2022-01-22,THY352,TK352,4BB074,B38M,PAX,TC-LCT,THY,TK,THY Turkish Airlines,LTFM,UAAA,IST,ALA,2022-10-31 22:20:00+00:00,2022-11-01 03:45:00+00:00,76.01149922313503,325.0,2022,1,22,5,True,TR,Istanbul,IST,LTFM,Istanbul Ataturk Airport,41.2753,28.7519,KZ,Almaty,ALA,UAAA,Almaty International Airport,43.3521,77.0405
2022-11-01,KZR852,KC852,4CAC08,A321,PAX,EI-KDA,KZR,KC,Air Astana,UACC,UAAA,TSE,ALA,2022-11-01 05:30:00+00:00,2022-11-01 07:10:00+00:00,74.77100309979697,100.0,2022,11,1,1,False,KZ,Astana,NQZ,UACC,Nursultan Nazarbayev International Airport,51.0222,71.4669,KZ,Almaty,ALA,UAAA,Almaty International Airport,43.3521,77.0405
2023-07-19,KZR852,KC852,4CAC08,A321,PAX,EI-KDA,KZR,KC,Air Astana,UACC,UAAA,TSE,ALA,2022-11-01 05:30:00+00:00,2022-11-01 07:10:00+00:00,75.91505072306998,100.0,2023,7,19,2,False,KZ,Astana,NQZ,UACC,Nursultan Nazarbayev International Airport,51.0222,71.4669,KZ,Almaty,ALA,UAAA,Almaty International Airport,43.3521,77.0405
2022-11-01,DLH7KW,LH57,3C65C2,A20N,PAX,D-AINB,DLH,LH,Lufthansa,EDDF,EGLL,FRA,LHR,2022-11-01 13:00:00+00:00,2022-11-01 14:45:00+00:00,81.67910310105592,105.0,2022,11,1,1,False,DE,Hessen,FRA,EDDF,Frankfurt Airport,50.0333,8.57056,GB,England,LHR,EGLL,Heathrow Airport,51.4775,-0.461389
2023-06-06,DLH7KW,LH57,3C65C2,A20N,PAX,D-AINB,DLH,LH,Lufthansa,EDDF,EGLL,FRA,LHR,2022-11-01 13:00:00+00:00,2022-11-01 14:45:00+00:00,76.67053077190866,105.0,2023,6,6,1,False,DE,Hessen,FRA,EDDF,Frankfurt Airport,50.0333,8.57056,GB,England,LHR,EGLL,Heathrow Airport,51.4775,-0.461389
2022-11-01,BAW18B,BA158,4005C1,B772,PAX,G-RAES,BAW,BA,British Airways,TXKF,EGLL,BDA,LHR,2022-11-01 00:05:00+00:00,2022-11-01 06:45:00+00:00,80.60590363744198,400.0,2022,11,1,1,False,BM,Hamilton,BDA,TXKF,L.F. Wade International Airport,32.364,-64.6787,GB,England,LHR,EGLL,Heathrow Airport,51.4775,-0.461389
2021-12-22,BAW18B,BA158,4005C1,B772,PAX,G-RAES,BAW,BA,British Airways,TXKF,EGLL,BDA,LHR,2022-11-01 00:05:00+00:00,2022-11-01 06:45:00+00:00,97.50656702562705,400.0,2021,12,22,2,False,BM,Hamilton,BDA,TXKF,L.F. Wade International Airport,32.364,-64.6787,GB,England,LHR,EGLL,Heathrow Airport,51.4775,-0.461389
2022-11-01,SHT4E,BA849,405A48,A320,PAX,G-EUUZ,BAW,BA,British Airways,LDZA,EGLL,ZAG,LHR,2022-11-01 16:35:00+00:00,2022-11-01 19:10:00+00:00,84.69100817938097,155.0,2022,11,1,1,False,HR,Grad Zagreb,ZAG,LDZA,Zagreb Airport,45.7429,16.0688,GB,England,LHR,EGLL,Heathrow Airport,51.4775,-0.461389
2021-12-26,SHT4E,BA849,405A48,A320,PAX,G-EUUZ,BAW,BA,British Airways,LDZA,EGLL,ZAG,LHR,2022-11-01 16:35:00+00:00,2022-11-01 19:10:00+00:00,80.45412654722972,155.0,2021,12,26,6,True,HR,Grad Zagreb,ZAG,LDZA,Zagreb Airport,45.7429,16.0688,GB,England,LHR,EGLL,Heathrow Airport,51.4775,-0.461389
2022-11-01,SWR358,LX358,4B17E0,BCS1,PAX,HB-JBC,SWR,LX,Swiss International Air Lines,LSGG,EGLL,GVA,LHR,2022-11-01 19:50:00+00:00,2022-11-01 21:25:00+00:00,94.92985984211158,95.0,2022,11,1,1,False,CH,Geneve,GVA,LSGG,Geneva Airport,46.2381,6.10895,GB,England,LHR,EGLL,Heathrow Airport,51.4775,-0.461389
2022-01-17,SWR358,LX358,4B17E0,BCS1,PAX,HB-JBC,SWR,LX,Swiss International Air Lines,LSGG,EGLL,GVA,LHR,2022-11-01 19:50:00+00:00,2022-11-01 21:25:00+00:00,96.20932309516624,95.0,2022,1,17,0,False,CH,Geneve,GVA,LSGG,Geneva Airport,46.2381,6.10895,GB,England,LHR,EGLL,Heathrow Airport,51.4775,-0.461389
2022-11-01,UAL181,UA181,A47FDE,B789,PAX,N38955,UAL,UA,United Airlines,EDDF,KDEN,FRA,DEN,2022-11-01 10:30:00+00:00,2022-11-01 21:00:00+00:00,90.01079038532868,630.0,2022,11,1,1,False,DE,Hessen,FRA,EDDF,Frankfurt Airport,50.0333,8.57056,US,Colorado,DEN,KDEN,Denver International Airport,39.8617,-104.673
2024-03-01,UAL181,UA181,A47FDE,B789,PAX,N38955,UAL,UA,United Airlines,EDDF,KDEN,FRA,DEN,2022-11-01 10:30:00+00:00,2022-11-01 21:00:00+00:00,75.35287261501267,630.0,2024,3,1,4,False,DE,Hessen,FRA,EDDF,Frankfurt Airport,50.0333,8.57056,US,Colorado,DEN,KDEN,Denver International Airport,39.8617,-104.673
2022-11-01,SKW6292,OO6292,A64A73,E75L,PAX,N504SY,SKW,OO,Skywest Airlines,KLAX,KDEN,LAX,DEN,2022-11-01 17:00:00+00:00,2022-11-01 19:26:00+00:00,97.85487282724159,146.0,2022,11,1,1,False,US,California,LAX,KLAX,Los Angeles International Airport,33.9425,-118.408,US,Colorado,DEN,KDEN,Denver International Airport,39.8617,-104.673
2022-11-01,UAL534,UA534,A448D6,B39M,PAX,N37507,UAL,UA,United Airlines,KLAX,KDEN,LAX,DEN,2022-11-01 14:00:00+00:00,2022-11-01 16:22:00+00:00,97.01657216387676,142.0,2022,11,1,1,False,US,California,LAX,KLAX,Los Angeles International Airport,33.9425,-118.408,US,Colorado,DEN,KDEN,Denver International Airport,39.8617,-104.673
2022-10-12,SKW6292,OO6292,A64A73,E75L,PAX,N504SY,SKW,OO,Skywest Airlines,KLAX,KDEN,LAX,DEN,2022-11-01 17:00:00+00:00,2022-11-01 19:26:00+00:00,92.19829239256903,146.0,2022,10,12,2,False,US,California,LAX,KLAX,Los Angeles International Airport,33.9425,-118.408,US,Colorado,DEN,KDEN,Denver International Airport,39.8617,-104.673
2024-02-25,UAL534,UA534,A448D6,B39M,PAX,N37507,UAL,UA,United Airlines,KLAX,KDEN,LAX,DEN,2022-11-01 14:00:00+00:00,2022-11-01 16:22:00+00:00,85.61573493606834,142.0,2024,2,25,6,True,US,California,LAX,KLAX,Los Angeles International Airport,33.9425,-118.408,US,Colorado,DEN,KDEN,Denver International Airport,39.8617,-104.673
